trip_name,counts
Evelyn Park and Ride - Castro Street and El Camino Real,7
Embarcadero at Folsom - Post at Kearney,7
Embarcadero at Folsom - Washington at Kearney,7
Washington at Kearney - Grant Avenue at Columbus Avenue,7
Embarcadero at Vallejo - Post at Kearney,7
Santa Clara at Almaden - Santa Clara County Civic Center,7
Mountain View City Hall - Charleston Park/ North Bayshore Area,7
San Francisco City Hall - Washington at Kearney,7
Arena Green / SAP Center - SJSU 4th at San Carlos,7
South Van Ness at Market - Washington at Kearney,7
Broadway St at Battery St - Golden Gate at Polk,7
San Antonio Caltrain Station - Castro Street and El Camino Real,7
San Antonio Caltrain Station - Charleston Park/ North Bayshore Area,7
Castro Street and El Camino Real - Rengstorff Avenue / California Street,7
Rengstorff Avenue / California Street - Castro Street and El Camino Real,7
Park at Olive - Rengstorff Avenue / California Street,6
2nd at Townsend - 5th St at Folsom St,6
2nd at Townsend - Washington at Kearney,6
Post at Kearney - Market at Sansome,6
Post at Kearney - Golden Gate at Polk,6
Adobe on Almaden - Japantown,6
Adobe on Almaden - Santa Clara County Civic Center,6
Broadway at Main - Broadway at Main,6
2nd at South Park - Washington at Kearney,6
Franklin at Maple - Redwood City Public Library,6
San Jose City Hall - Santa Clara County Civic Center,6
Paseo de San Antonio - Santa Clara County Civic Center,6
Embarcadero at Bryant - San Francisco City Hall,6
University and Emerson - Charleston Park/ North Bayshore Area,6
Redwood City Public Library - Redwood City Medical Center,6
San Antonio Shopping Center - California Ave Caltrain Station,6
Mountain View Caltrain Station - Palo Alto Caltrain Station,6
Mountain View Caltrain Station - California Ave Caltrain Station,6
Santa Clara County Civic Center - MLK Library,6
Charleston Park/ North Bayshore Area - Castro Street and El Camino Real,6
Mezes - Mezes,5
Japantown - Adobe on Almaden,5
Park at Olive - Mountain View City Hall,5
Clay at Battery - Washington at Kearney,5
Clay at Battery - San Francisco City Hall,5
Broadway at Main - Franklin at Maple,5
Broadway at Main - Redwood City Caltrain Station,5
Washington at Kearney - Davis at Jackson,5
University and Emerson - San Antonio Caltrain Station,5
University and Emerson - Rengstorff Avenue / California Street,5
San Mateo County Center - Kaiser Hospital,5
Cyril Magnin St at Ellis St - Cyril Magnin St at Ellis St,5
Cyril Magnin St at Ellis St - San Francisco Caltrain (Townsend at 4th),5
Redwood City Medical Center - San Mateo County Center,5
Redwood City Medical Center - Redwood City Medical Center,5
San Antonio Shopping Center - Palo Alto Caltrain Station,5
Redwood City Caltrain Station - Palo Alto Caltrain Station,5
Santa Clara County Civic Center - Adobe on Almaden,5
Santa Clara County Civic Center - San Jose City Hall,5
Santa Clara County Civic Center - SJSU 4th at San Carlos,5
Santa Clara County Civic Center - San Jose Diridon Caltrain Station,5
Castro Street and El Camino Real - San Antonio Caltrain Station,5
Civic Center BART (7th at Market) - Washington at Kearney,5
Rengstorff Avenue / California Street - Evelyn Park and Ride,5
San Francisco Caltrain (Townsend at 4th) - Cyril Magnin St at Ellis St,5
MLK Library - Santa Clara County Civic Center,4
Spear at Folsom - Washington at Kearney,4
Townsend at 7th - Cyril Magnin St at Ellis St,4
Adobe on Almaden - SJSU - San Salvador at 9th,4
Broadway at Main - San Mateo County Center,4
Golden Gate at Polk - Cyril Magnin St at Ellis St,4
Evelyn Park and Ride - San Antonio Caltrain Station,4
Washington at Kearney - Embarcadero at Vallejo,4
Washington at Kearney - San Francisco City Hall,4
Washington at Kearney - Commercial at Montgomery,4
Embarcadero at Vallejo - South Van Ness at Market,4
University and Emerson - Franklin at Maple,4
University and Emerson - Stanford in Redwood City,4
University and Emerson - Mountain View Caltrain Station,4
Mountain View City Hall - California Ave Caltrain Station,4
Arena Green / SAP Center - S. Market St at Park Ave,4
S. Market St at Park Ave - Japantown,4
Stanford in Redwood City - San Mateo County Center,4
Cyril Magnin St at Ellis St - Embarcadero at Sansome,4
Redwood City Public Library - Franklin at Maple,4
Redwood City Caltrain Station - Mezes,4
Redwood City Caltrain Station - Broadway at Main,4
Mountain View Caltrain Station - University and Emerson,4
California Ave Caltrain Station - Mountain View City Hall,4
Santa Clara County Civic Center - San Jose Civic Center,4
Santa Clara County Civic Center - Santa Clara at Almaden,4
Castro Street and El Camino Real - University and Emerson,4
Mechanics Plaza (Market at Battery) - Post at Kearney,4
Charleston Park/ North Bayshore Area - San Antonio Shopping Center,4
Charleston Park/ North Bayshore Area - Middlefield Light Rail Station,4
Charleston Park/ North Bayshore Area - California Ave Caltrain Station,4
Rengstorff Avenue / California Street - California Ave Caltrain Station,4
Kaiser Hospital - San Mateo County Center,3
Post at Kearney - Embarcadero at Vallejo,3
Townsend at 7th - 5th St at Folsom St,3
Adobe on Almaden - SJSU 4th at San Carlos,3
Broadway at Main - Redwood City Medical Center,3
Sequoia Hospital - Redwood City Caltrain Station,3
Franklin at Maple - San Mateo County Center,3
Market at Sansome - Post at Kearney,3
5th St at Folsom St - Beale at Market,3
San Salvador at 1st - Santa Clara County Civic Center,3
Cowper at University - Stanford in Redwood City,3
Cowper at University - Redwood City Public Library,3
Cowper at University - Mountain View Caltrain Station,3
Washington at Kearney - Golden Gate at Polk,3
University and Emerson - Redwood City Caltrain Station,3
Mountain View City Hall - Park at Olive,3
Commercial at Montgomery - Washington at Kearney,3
S. Market St at Park Ave - San Jose Diridon Caltrain Station,3
Palo Alto Caltrain Station - Charleston Park/ North Bayshore Area,3
5th S at E. San Salvador St - 5th S at E. San Salvador St,3
Cyril Magnin St at Ellis St - Market at 10th,3
Redwood City Public Library - Mezes Park,3
San Antonio Shopping Center - Charleston Park/ North Bayshore Area,3
San Antonio Caltrain Station - Evelyn Park and Ride,3
Redwood City Caltrain Station - Steuart at Market,3
Middlefield Light Rail Station - Mountain View City Hall,3
Middlefield Light Rail Station - Middlefield Light Rail Station,3
California Ave Caltrain Station - Rengstorff Avenue / California Street,3
Castro Street and El Camino Real - Charleston Park/ North Bayshore Area,3
Rengstorff Avenue / California Street - Palo Alto Caltrain Station,3
Mezes Park - San Mateo County Center,2
Mezes Park - Redwood City Public Library,2
2nd at Folsom - Washington at Kearney,2
Howard at 2nd - Washington at Kearney,2
Market at 10th - Cyril Magnin St at Ellis St,2
Kaiser Hospital - Stanford in Redwood City,2
San Pedro Square - S. Market St at Park Ave,2
San Pedro Square - San Jose Government Center,2
San Pedro Square - 5th S at E. San Salvador St,2
Sequoia Hospital - Sequoia Hospital,2
Franklin at Maple - Stanford in Redwood City,2
Franklin at Maple - Palo Alto Caltrain Station,2
Steuart at Market - Cyril Magnin St at Ellis St,2
5th St at Folsom St - 2nd at Townsend,2
5th St at Folsom St - Market at Sansome,2
5th St at Folsom St - 5th St at Folsom St,2
5th St at Folsom St - Harry Bridges Plaza (Ferry Building),2
Cowper at University - Redwood City Caltrain Station,2
Evelyn Park and Ride - Rengstorff Avenue / California Street,2
SJSU 4th at San Carlos - S. Market St at Park Ave,2
Santa Clara at Almaden - 5th S at E. San Salvador St,2
San Francisco City Hall - 5th St at Folsom St,2
San Mateo County Center - Broadway at Main,2
S. Market St at Park Ave - MLK Library,2
S. Market St at Park Ave - Ryland Park,2
S. Market St at Park Ave - San Pedro Square,2
S. Market St at Park Ave - Arena Green / SAP Center,2
S. Market St at Park Ave - SJSU - San Salvador at 9th,2
S. Market St at Park Ave - Redwood City Caltrain Station,2
South Van Ness at Market - 5th St at Folsom St,2
Stanford in Redwood City - Redwood City Public Library,2
Palo Alto Caltrain Station - San Antonio Shopping Center,2
Palo Alto Caltrain Station - Mountain View Caltrain Station,2
SJSU - San Salvador at 9th - Ryland Park,2
SJSU - San Salvador at 9th - S. Market St at Park Ave,2
SJSU - San Salvador at 9th - San Jose Government Center,2
San Jose Government Center - San Pedro Square,2
5th S at E. San Salvador St - MLK Library,2
5th S at E. San Salvador St - Kaiser Hospital,2
Cyril Magnin St at Ellis St - Townsend at 7th,2
Cyril Magnin St at Ellis St - Golden Gate at Polk,2
Cyril Magnin St at Ellis St - Embarcadero at Vallejo,2
Redwood City Medical Center - Broadway at Main,2
Redwood City Medical Center - Redwood City Public Library,2
Redwood City Public Library - Broadway at Main,2
San Antonio Caltrain Station - Cowper at University,2
Redwood City Caltrain Station - Sequoia Hospital,2
Redwood City Caltrain Station - University and Emerson,2
Redwood City Caltrain Station - S. Market St at Park Ave,2
Mountain View Caltrain Station - San Jose Civic Center,2
California Ave Caltrain Station - Mountain View Caltrain Station,2
California Ave Caltrain Station - Charleston Park/ North Bayshore Area,2
Grant Avenue at Columbus Avenue - 5th St at Folsom St,2
Santa Clara County Civic Center - San Salvador at 1st,2
Castro Street and El Camino Real - Park at Olive,2
Castro Street and El Camino Real - Palo Alto Caltrain Station,2
San Jose Diridon Caltrain Station - Castro Street and El Camino Real,2
Charleston Park/ North Bayshore Area - Cowper at University,2
Charleston Park/ North Bayshore Area - University and Emerson,2
Yerba Buena Center of the Arts (3rd @ Howard) - 5th St at Folsom St,2
Yerba Buena Center of the Arts (3rd @ Howard) - Cyril Magnin St at Ellis St,2
Mezes - Sequoia Hospital,1
Japantown - San Jose Government Center,1
Japantown - 5th S at E. San Salvador St,1
Japantown - Mountain View Caltrain Station,1
Mezes Park - Broadway at Main,1
Mezes Park - Franklin at Maple,1
MLK Library - S. Market St at Park Ave,1
Ryland Park - S. Market St at Park Ave,1
2nd at Folsom - 5th St at Folsom St,1
5th at Howard - 5th St at Folsom St,1
Howard at 2nd - 5th St at Folsom St,1
Market at 4th - 5th St at Folsom St,1
Market at 4th - Paseo de San Antonio,1
Market at 4th - Cyril Magnin St at Ellis St,1
Park at Olive - Castro Street and El Camino Real,1
Park at Olive - Charleston Park/ North Bayshore Area,1
St James Park - Mountain View City Hall,1
Market at 10th - 5th St at Folsom St,1
Post at Kearny - 5th St at Folsom St,1
Beale at Market - California Ave Caltrain Station,1
Clay at Battery - Cyril Magnin St at Ellis St,1
Kaiser Hospital - Redwood City Public Library,1
Post at Kearney - Broadway St at Battery St,1
Broadway at Main - Cowper at University,1
Broadway at Main - Redwood City Public Library,1
Sequoia Hospital - Mezes,1
2nd at South Park - Cyril Magnin St at Ellis St,1
Franklin at Maple - Broadway at Main,1
Franklin at Maple - University and Emerson,1
Steuart at Market - 5th St at Folsom St,1
San Jose City Hall - 2nd at Folsom,1
San Jose City Hall - S. Market St at Park Ave,1
San Jose City Hall - San Jose Government Center,1
5th St at Folsom St - Market at 10th,1
5th St at Folsom St - Steuart at Market,1
5th St at Folsom St - Powell Street BART,1
5th St at Folsom St - San Francisco City Hall,1
5th St at Folsom St - Powell at Post (Union Square),1
Cowper at University - Japantown,1
Cowper at University - San Mateo County Center,1
Cowper at University - San Antonio Caltrain Station,1
Cowper at University - Castro Street and El Camino Real,1
Evelyn Park and Ride - Park at Olive,1
Evelyn Park and Ride - Cowper at University,1
Evelyn Park and Ride - San Antonio Shopping Center,1
Evelyn Park and Ride - California Ave Caltrain Station,1
Washington at Kearny - 5th St at Folsom St,1
San Jose Civic Center - San Antonio Caltrain Station,1
Washington at Kearney - Broadway St at Battery St,1
Embarcadero at Sansome - San Antonio Shopping Center,1
University and Emerson - Mountain View City Hall,1
University and Emerson - Redwood City Public Library,1
Mountain View City Hall - University and Emerson,1
Mountain View City Hall - Palo Alto Caltrain Station,1
Mountain View City Hall - Middlefield Light Rail Station,1
San Mateo County Center - Mezes,1
San Mateo County Center - Mezes Park,1
San Mateo County Center - Embarcadero at Bryant,1
San Mateo County Center - Palo Alto Caltrain Station,1
Commercial at Montgomery - 5th St at Folsom St,1
Commercial at Montgomery - Cyril Magnin St at Ellis St,1
S. Market St at Park Ave - San Jose City Hall,1
S. Market St at Park Ave - SJSU 4th at San Carlos,1
S. Market St at Park Ave - Santa Clara at Almaden,1
S. Market St at Park Ave - 5th S at E. San Salvador St,1
Stanford in Redwood City - Kaiser Hospital,1
Stanford in Redwood City - Cowper at University,1
Broadway St at Battery St - Post at Kearney,1
Palo Alto Caltrain Station - Franklin at Maple,1
Palo Alto Caltrain Station - Mountain View City Hall,1
Palo Alto Caltrain Station - S. Market St at Park Ave,1
SJSU - San Salvador at 9th - Redwood City Medical Center,1
San Jose Government Center - Japantown,1
San Jose Government Center - San Jose City Hall,1
San Jose Government Center - SJSU 4th at San Carlos,1
5th S at E. San Salvador St - San Jose City Hall,1
5th S at E. San Salvador St - San Salvador at 1st,1
5th S at E. San Salvador St - San Jose Civic Center,1
Cyril Magnin St at Ellis St - Post at Kearny,1
Cyril Magnin St at Ellis St - Commercial at Montgomery,1
Cyril Magnin St at Ellis St - Powell at Post (Union Square),1
Cyril Magnin St at Ellis St - Civic Center BART (7th at Market),1
Cyril Magnin St at Ellis St - San Francisco Caltrain 2 (330 Townsend),1
Cyril Magnin St at Ellis St - Temporary Transbay Terminal (Howard at Beale),1
Redwood City Medical Center - Franklin at Maple,1
Redwood City Medical Center - Stanford in Redwood City,1
Redwood City Public Library - Mezes,1
Redwood City Public Library - University and Emerson,1
Redwood City Public Library - Palo Alto Caltrain Station,1
San Antonio Shopping Center - Powell Street BART,1
5th St at E. San Salvador St - Japantown,1
San Antonio Caltrain Station - Redwood City Caltrain Station,1
San Antonio Caltrain Station - Middlefield Light Rail Station,1
Powell at Post (Union Square) - Cyril Magnin St at Ellis St,1
Redwood City Caltrain Station - 2nd at Townsend,1
Redwood City Caltrain Station - Commercial at Montgomery,1
Middlefield Light Rail Station - San Antonio Caltrain Station,1
Mountain View Caltrain Station - San Jose Diridon Caltrain Station,1
California Ave Caltrain Station - Redwood City Caltrain Station,1
Santa Clara County Civic Center - Paseo de San Antonio,1
Castro Street and El Camino Real - California Ave Caltrain Station,1
Civic Center BART (7th at Market) - 5th St at Folsom St,1
Civic Center BART (7th at Market) - Cyril Magnin St at Ellis St,1
San Jose Diridon Caltrain Station - Townsend at 7th,1
San Jose Diridon Caltrain Station - San Antonio Shopping Center,1
San Jose Diridon Caltrain Station - Mountain View Caltrain Station,1
Mechanics Plaza (Market at Battery) - 5th St at Folsom St,1
Charleston Park/ North Bayshore Area - Park at Olive,1
Harry Bridges Plaza (Ferry Building) - Cyril Magnin St at Ellis St,1
Rengstorff Avenue / California Street - Adobe on Almaden,1
Rengstorff Avenue / California Street - Cowper at University,1
San Francisco Caltrain 2 (330 Townsend) - Cyril Magnin St at Ellis St,1
San Francisco Caltrain (Townsend at 4th) - MLK Library,1
San Francisco Caltrain (Townsend at 4th) - Santa Clara at Almaden,1
San Francisco Caltrain (Townsend at 4th) - California Ave Caltrain Station,1
Temporary Transbay Terminal (Howard at Beale) - Cyril Magnin St at Ellis St,1
